datetime,load,temp_avg,humidity,rain,area
2012-01-01 00:00:00,3967.259968,15.8,63.0,0.0,Area1
2012-01-01 00:15:00,3859.196416,15.8,63.0,0.0,Area1
2012-01-01 00:30:00,3759.877696,15.8,63.0,0.0,Area1
2012-01-01 00:45:00,3669.973024,15.8,63.0,0.0,Area1
2012-01-01 01:00:00,3563.567968,15.8,63.0,0.0,Area1
2012-01-01 01:15:00,3497.436736,15.8,63.0,0.0,Area1
2012-01-01 01:30:00,3409.991392,15.8,63.0,0.0,Area1
2012-01-01 01:45:00,3346.2688,15.8,63.0,0.0,Area1
2012-01-01 02:00:00,3283.864576,15.8,63.0,0.0,Area1
2012-01-01 02:15:00,3224.970592,15.8,63.0,0.0,Area1
2012-01-01 02:30:00,3183.704704,15.8,63.0,0.0,Area1
2012-01-01 02:45:00,3138.644704,15.8,63.0,0.0,Area1
2012-01-01 03:00:00,3101.586496,15.8,63.0,0.0,Area1
2012-01-01 03:15:00,3072.036256,15.8,63.0,0.0,Area1
2012-01-01 03:30:00,3031.607776,15.8,63.0,0.0,Area1
2012-01-01 03:45:00,2996.684224,15.8,63.0,0.0,Area1
2012-01-01 04:00:00,2972.481952,15.8,63.0,0.0,Area1
2012-01-01 04:15:00,2947.822432,15.8,63.0,0.0,Area1
2012-01-01 04:30:00,2916.467776,15.8,63.0,0.0,Area1
2012-01-01 04:45:00,2892.673792,15.8,63.0,0.0,Area1
2012-01-01 05:00:00,2872.967488,15.8,63.0,0.0,Area1
2012-01-01 05:15:00,2864.11888,15.8,63.0,0.0,Area1
2012-01-01 05:30:00,2840.42944,15.8,63.0,0.0,Area1
2012-01-01 05:45:00,2832.616096,15.8,63.0,0.0,Area1
2012-01-01 06:00:00,2825.230432,15.8,63.0,0.0,Area1
2012-01-01 06:15:00,2806.83952,15.8,63.0,0.0,Area1
2012-01-01 06:30:00,2786.76832,15.8,63.0,0.0,Area1
2012-01-01 06:45:00,2750.726368,15.8,63.0,0.0,Area1
2012-01-01 07:00:00,2721.898528,15.8,63.0,0.0,Area1
2012-01-01 07:15:00,2726.09824,15.8,63.0,0.0,Area1
2012-01-01 07:30:00,2714.386816,15.8,63.0,0.0,Area1
2012-01-01 07:45:00,2710.591552,15.8,63.0,0.0,Area1
2012-01-01 08:00:00,2674.310752,15.8,63.0,0.0,Area1
2012-01-01 08:15:00,2750.625376,15.8,63.0,0.0,Area1
2012-01-01 08:30:00,2828.003584,15.8,63.0,0.0,Area1
2012-01-01 08:45:00,2889.17824,15.8,63.0,0.0,Area1
2012-01-01 09:00:00,2940.903712,15.8,63.0,0.0,Area1
2012-01-01 09:15:00,3015.018016,15.8,63.0,0.0,Area1
2012-01-01 09:30:00,3075.321472,15.8,63.0,0.0,Area1
2012-01-01 09:45:00,3129.555136,15.8,63.0,0.0,Area1
2012-01-01 10:00:00,3182.945824,15.8,63.0,0.0,Area1
2012-01-01 10:15:00,3228.045184,15.8,63.0,0.0,Area1
2012-01-01 10:30:00,3265.291072,15.8,63.0,0.0,Area1
2012-01-01 10:45:00,3293.425696,15.8,63.0,0.0,Area1
2012-01-01 11:00:00,3328.061152,15.8,63.0,0.0,Area1
2012-01-01 11:15:00,3350.777056,15.8,63.0,0.0,Area1
2012-01-01 11:30:00,3363.136768,15.8,63.0,0.0,Area1
2012-01-01 11:45:00,3298.57888,15.8,63.0,0.0,Area1
2012-01-01 12:00:00,3179.526496,15.8,63.0,0.0,Area1
2012-01-01 12:15:00,3088.982464,15.8,63.0,0.0,Area1
2012-01-01 12:30:00,3022.603072,15.8,63.0,0.0,Area1
2012-01-01 12:45:00,2961.308128,15.8,63.0,0.0,Area1
2012-01-01 13:00:00,2905.11856,15.8,63.0,0.0,Area1
2012-01-01 13:15:00,2859.617056,15.8,63.0,0.0,Area1
2012-01-01 13:30:00,2820.067168,15.8,63.0,0.0,Area1
2012-01-01 13:45:00,2840.435584,15.8,63.0,0.0,Area1
2012-01-01 14:00:00,2820.243232,15.8,63.0,0.0,Area1
2012-01-01 14:15:00,2815.09984,15.8,63.0,0.0,Area1
2012-01-01 14:30:00,2811.589408,15.8,63.0,0.0,Area1
2012-01-01 14:45:00,2803.810432,15.8,63.0,0.0,Area1
2012-01-01 15:00:00,2820.690112,15.8,63.0,0.0,Area1
2012-01-01 15:15:00,2845.683904,15.8,63.0,0.0,Area1
2012-01-01 15:30:00,2873.983072,15.8,63.0,0.0,Area1
2012-01-01 15:45:00,2898.024064,15.8,63.0,0.0,Area1
2012-01-01 16:00:00,2944.5592,15.8,63.0,0.0,Area1
2012-01-01 16:15:00,3011.025184,15.8,63.0,0.0,Area1
2012-01-01 16:30:00,3072.72016,15.8,63.0,0.0,Area1
2012-01-01 16:45:00,3114.58816,15.8,63.0,0.0,Area1
2012-01-01 17:00:00,3173.022304,15.8,63.0,0.0,Area1
2012-01-01 17:15:00,3246.697696,15.8,63.0,0.0,Area1
2012-01-01 17:30:00,3353.66128,15.8,63.0,0.0,Area1
2012-01-01 17:45:00,3466.582432,15.8,63.0,0.0,Area1
2012-01-01 18:00:00,3635.882464,15.8,63.0,0.0,Area1
2012-01-01 18:15:00,3801.415456,15.8,63.0,0.0,Area1
2012-01-01 18:30:00,3831.268768,15.8,63.0,0.0,Area1
2012-01-01 18:45:00,3814.89184,15.8,63.0,0.0,Area1
2012-01-01 19:00:00,3777.948928,15.8,63.0,0.0,Area1
2012-01-01 19:15:00,3750.505024,15.8,63.0,0.0,Area1
2012-01-01 19:30:00,3728.646208,15.8,63.0,0.0,Area1
2012-01-01 19:45:00,3700.46944,15.8,63.0,0.0,Area1
2012-01-01 20:00:00,3690.874336,15.8,63.0,0.0,Area1
2012-01-01 20:15:00,3707.04016,15.8,63.0,0.0,Area1
2012-01-01 20:30:00,3721.057696,15.8,63.0,0.0,Area1
2012-01-01 20:45:00,3713.244256,15.8,63.0,0.0,Area1
2012-01-01 21:00:00,3705.40864,15.8,63.0,0.0,Area1
2012-01-01 21:15:00,3707.718688,15.8,63.0,0.0,Area1
2012-01-01 21:30:00,3688.55872,15.8,63.0,0.0,Area1
2012-01-01 21:45:00,3665.915584,15.8,63.0,0.0,Area1
2012-01-01 22:00:00,3621.380512,15.8,63.0,0.0,Area1
2012-01-01 22:15:00,3558.974944,15.8,63.0,0.0,Area1
2012-01-01 22:30:00,3491.36176,15.8,63.0,0.0,Area1
2012-01-01 22:45:00,3370.22992,15.8,63.0,0.0,Area1
2012-01-01 23:00:00,3257.207776,15.8,63.0,0.0,Area1
2012-01-01 23:15:00,3131.685184,15.8,63.0,0.0,Area1
2012-01-01 23:30:00,3011.737408,15.8,63.0,0.0,Area1
2012-01-01 23:45:00,2860.556416,15.8,63.0,0.0,Area1
2012-01-02 00:00:00,2755.238848,16.0,59.0,0.0,Area1
2012-01-02 00:15:00,2681.86864,16.0,59.0,0.0,Area1
2012-01-02 00:30:00,2609.428288,16.0,59.0,0.0,Area1
2012-01-02 00:45:00,2532.406336,16.0,59.0,0.0,Area1
2012-01-02 01:00:00,2439.974656,16.0,59.0,0.0,Area1
2012-01-02 01:15:00,2382.56848,16.0,59.0,0.0,Area1
2012-01-02 01:30:00,2332.313824,16.0,59.0,0.0,Area1
2012-01-02 01:45:00,2298.736288,16.0,59.0,0.0,Area1
2012-01-02 02:00:00,2260.995136,16.0,59.0,0.0,Area1
2012-01-02 02:15:00,2229.442432,16.0,59.0,0.0,Area1
2012-01-02 02:30:00,2203.855264,16.0,59.0,0.0,Area1
2012-01-02 02:45:00,2175.17056,16.0,59.0,0.0,Area1
2012-01-02 03:00:00,2152.093024,16.0,59.0,0.0,Area1
2012-01-02 03:15:00,2146.978048,16.0,59.0,0.0,Area1
2012-01-02 03:30:00,2131.904416,16.0,59.0,0.0,Area1
2012-01-02 03:45:00,2128.615264,16.0,59.0,0.0,Area1
2012-01-02 04:00:00,2111.425024,16.0,59.0,0.0,Area1
2012-01-02 04:15:00,2102.91472,16.0,59.0,0.0,Area1
2012-01-02 04:30:00,2116.536256,16.0,59.0,0.0,Area1
2012-01-02 04:45:00,2126.534176,16.0,59.0,0.0,Area1
2012-01-02 05:00:00,2126.911552,16.0,59.0,0.0,Area1
2012-01-02 05:15:00,2150.646688,16.0,59.0,0.0,Area1
2012-01-02 05:30:00,2160.02992,16.0,59.0,0.0,Area1
2012-01-02 05:45:00,2201.622304,16.0,59.0,0.0,Area1
2012-01-02 06:00:00,2257.184896,16.0,59.0,0.0,Area1
2012-01-02 06:15:00,2328.498016,16.0,59.0,0.0,Area1
2012-01-02 06:30:00,2377.575424,16.0,59.0,0.0,Area1
2012-01-02 06:45:00,2440.348,16.0,59.0,0.0,Area1
2012-01-02 07:00:00,2561.512864,16.0,59.0,0.0,Area1
2012-01-02 07:15:00,2789.786368,16.0,59.0,0.0,Area1
2012-01-02 07:30:00,3073.679008,16.0,59.0,0.0,Area1
2012-01-02 07:45:00,3459.315616,16.0,59.0,0.0,Area1
2012-01-02 08:00:00,4188.627808,16.0,59.0,0.0,Area1
2012-01-02 08:15:00,4885.025344,16.0,59.0,0.0,Area1
2012-01-02 08:30:00,5164.07824,16.0,59.0,0.0,Area1
2012-01-02 08:45:00,5348.124064,16.0,59.0,0.0,Area1
2012-01-02 09:00:00,5474.48032,16.0,59.0,0.0,Area1
2012-01-02 09:15:00,5594.935936,16.0,59.0,0.0,Area1
2012-01-02 09:30:00,5723.942464,16.0,59.0,0.0,Area1
2012-01-02 09:45:00,5811.709888,16.0,59.0,0.0,Area1
2012-01-02 10:00:00,5863.57984,16.0,59.0,0.0,Area1
2012-01-02 10:15:00,5942.247808,16.0,59.0,0.0,Area1
2012-01-02 10:30:00,6008.892832,16.0,59.0,0.0,Area1
2012-01-02 10:45:00,6019.305184,16.0,59.0,0.0,Area1
2012-01-02 11:00:00,6047.208928,16.0,59.0,0.0,Area1
2012-01-02 11:15:00,6054.13888,16.0,59.0,0.0,Area1
2012-01-02 11:30:00,5936.43856,16.0,59.0,0.0,Area1
2012-01-02 11:45:00,5709.96064,16.0,59.0,0.0,Area1
2012-01-02 12:00:00,5070.985024,16.0,59.0,0.0,Area1
2012-01-02 12:15:00,4657.996096,16.0,59.0,0.0,Area1
2012-01-02 12:30:00,4593.582784,16.0,59.0,0.0,Area1
2012-01-02 12:45:00,4553.45872,16.0,59.0,0.0,Area1
2012-01-02 13:00:00,4592.504704,16.0,59.0,0.0,Area1
2012-01-02 13:15:00,4714.816096,16.0,59.0,0.0,Area1
2012-01-02 13:30:00,5031.250912,16.0,59.0,0.0,Area1
2012-01-02 13:45:00,5470.390912,16.0,59.0,0.0,Area1
2012-01-02 14:00:00,5601.569728,16.0,59.0,0.0,Area1
2012-01-02 14:15:00,5692.426528,16.0,59.0,0.0,Area1
2012-01-02 14:30:00,5713.370272,16.0,59.0,0.0,Area1
2012-01-02 14:45:00,5727.155296,16.0,59.0,0.0,Area1
2012-01-02 15:00:00,5748.364864,16.0,59.0,0.0,Area1
2012-01-02 15:15:00,5784.665344,16.0,59.0,0.0,Area1
2012-01-02 15:30:00,5832.932032,16.0,59.0,0.0,Area1
2012-01-02 15:45:00,5880.337216,16.0,59.0,0.0,Area1
2012-01-02 16:00:00,5936.889568,16.0,59.0,0.0,Area1
2012-01-02 16:15:00,5976.137536,16.0,59.0,0.0,Area1
2012-01-02 16:30:00,6005.343424,16.0,59.0,0.0,Area1
2012-01-02 16:45:00,6035.742784,16.0,59.0,0.0,Area1
2012-01-02 17:00:00,5971.315456,16.0,59.0,0.0,Area1
2012-01-02 17:15:00,5942.147488,16.0,59.0,0.0,Area1
2012-01-02 17:30:00,5692.222144,16.0,59.0,0.0,Area1
2012-01-02 17:45:00,5514.903904,16.0,59.0,0.0,Area1
2012-01-02 18:00:00,5575.749088,16.0,59.0,0.0,Area1
2012-01-02 18:15:00,5762.075776,16.0,59.0,0.0,Area1
2012-01-02 18:30:00,5966.464864,16.0,59.0,0.0,Area1
2012-01-02 18:45:00,6124.576096,16.0,59.0,0.0,Area1
2012-01-02 19:00:00,6154.809088,16.0,59.0,0.0,Area1
2012-01-02 19:15:00,6203.327488,16.0,59.0,0.0,Area1
2012-01-02 19:30:00,6188.331232,16.0,59.0,0.0,Area1
2012-01-02 19:45:00,6172.754656,16.0,59.0,0.0,Area1
2012-01-02 20:00:00,6103.305664,16.0,59.0,0.0,Area1
2012-01-02 20:15:00,6104.042944,16.0,59.0,0.0,Area1
2012-01-02 20:30:00,6109.40128,16.0,59.0,0.0,Area1
2012-01-02 20:45:00,6083.309728,16.0,59.0,0.0,Area1
2012-01-02 21:00:00,6033.397216,16.0,59.0,0.0,Area1
2012-01-02 21:15:00,5969.530048,16.0,59.0,0.0,Area1
2012-01-02 21:30:00,5881.735456,16.0,59.0,0.0,Area1
2012-01-02 21:45:00,5777.85856,16.0,59.0,0.0,Area1
2012-01-02 22:00:00,5659.733632,16.0,59.0,0.0,Area1
2012-01-02 22:15:00,5514.507808,16.0,59.0,0.0,Area1
2012-01-02 22:30:00,5336.254336,16.0,59.0,0.0,Area1
2012-01-02 22:45:00,5161.832512,16.0,59.0,0.0,Area1
2012-01-02 23:00:00,4935.657856,16.0,59.0,0.0,Area1
2012-01-02 23:15:00,4719.489088,16.0,59.0,0.0,Area1
2012-01-02 23:30:00,4508.947648,16.0,59.0,0.0,Area1
